-0.636851033	-0.089118831	1
-1.465208322	0.515647046	1
-0.747493628	1.164258569	3
0.53206513	1.497252638	2
1.469304727	-1.34699914	3
0.775353916	-0.687919313	3
-0.503324698	-0.353905354	0
-1.443034376	0.198249596	0
-0.795475662	0.921563247	3
0.481130356	1.256818392	2
1.442701671	-1.663665349	3
0.899823287	-0.959315878	3
-0.367754159	-0.616373071	0
-1.398516134	-0.110671222	0
-0.918497054	0.649368089	2
0.344850023	0.99467781	2
1.393811101	1.488294925	3
1.018330393	-1.235552109	3
-0.229685147	-0.877464898	0
-1.333811368	-0.420188579	0
-1.103753131	0.337310628	0
0.119618381	0.712803319	1
1.274111542	1.138636239	3
1.192286559	-1.55535496	3
-0.003459794	-1.158454202	1
-1.193953676	-0.759523285	0
-1.205395546	0.050423282	0
-0.020040568	0.4529623	0
1.180475597	0.846380038	3
1.284360959	1.615271224	3
0.092703016	-1.407865403	1
-1.125330851	-1.027340613	0
-1.302097799	-0.250819496	0
-0.174008952	0.189542045	0
1.075113865	0.561234202	3
1.354289805	1.322505078	4
0.217541479	-1.664492807	1
-1.027379361	-1.303827006	1
-1.380629341	-0.562097607	0
-0.311141037	-0.07075119	0
0.948174413	0.277117878	2
1.425666629	0.997102454	4
0.411428644	1.523962209	2
-0.872190132	-1.595342343	2
-1.43622036	-0.882968456	1
-0.476352549	-0.340242677	0
0.812603874	-0.000792512	2
1.487219913	0.691347144	3
0.548390378	1.260407251	3
-0.745279073	1.597249961	2
-1.464214611	-1.209208159	3
-0.611695955	-0.604923363	0
0.670560018	-0.273805506	1
1.473819013	0.355331891	3
0.693528933	0.99095425	3
-0.602241507	1.326411449	2
-1.461858097	-1.545425465	3
-0.780825526	-0.884912019	1
0.496802594	-0.550436223	1
1.454086757	0.018056209	3
0.846248081	0.713053481	3
-0.439925952	1.05474548	2
-1.42969026	1.59286251	3
-0.917389776	-1.161715925	2
0.347547238	-0.816156042	2
1.406757733	-0.304382962	3
0.968871989	0.438491409	3
-0.289989194	0.789718416	2
-1.370379924	1.273242469	3
-1.03291575	-1.438279291	3
0.238125487	-1.069945073	1
1.357356112	-0.594888031	3
1.082864809	0.159070427	3
-0.164298979	0.532340528	1
-1.305731941	0.978359571	3
-1.130356188	-1.715035089	3
0.113457375	-1.326697557	1
1.269313339	-0.903183444	3
1.154866251	-0.1066975	3
-0.053940301	0.279369333	1
-1.248238676	0.7042882	2
-1.18943939	1.486678496	4
0.001480368	-1.579909292	1
1.206823128	-1.174714711	3
1.252732565	-0.397827973	3
0.084384237	0.019893935	1
-1.151990691	0.41377351	1
-1.28952026	1.186032257	3
-0.151153605	1.620832511	2
1.080565078	-1.474033169	2
1.35076923	-0.711684673	4
0.239431507	-0.244103617	1
-1.008271723	0.113127271	0
-1.383837607	0.859369203	3
-0.289818844	1.360366087	2
0.966487083	1.71054434	2
1.41766016	-1.026830668	3
0.404472669	-0.512228837	2
-0.865716817	-0.171999322	0
-1.444993406	0.520669523	1
-0.55471374	1.063799408	3
0.805960207	1.422656347	2
1.464989183	-1.37039888	3
0.583227039	-0.787522151	3
-0.698375925	-0.455903971	0
-1.467366094	0.173425859	0
-0.686678529	0.798060346	2
0.595094784	1.129418743	2
1.473620271	-1.689258813	3
0.714822735	-1.053819266	3
-0.566666661	-0.721922059	0
-1.456435276	-0.145020346	0
-0.814526517	0.52911729	1
0.544784628	0.888599634	2
1.458089992	1.4562165	3
0.842046104	1.353034426	3
-0.431862699	-0.985419288	0
-1.446185859	-0.405361689	0
-0.861259314	0.285700348	0
0.409299264	0.625506513	1
1.419392055	1.141782503	4
0.963591126	-1.597305151	3
-0.294787397	-1.247107655	0
-1.366575431	-0.769433536	0
-1.052307306	-0.02184458	0
0.185203292	0.342871915	0
1.313348921	0.786475936	3
1.077867863	1.587426304	3
-0.156178942	-1.507593321	1
-1.292586567	-1.071349827	1
-1.158804707	-0.305797337	0
0.045885043	0.08293468	0
1.226271467	0.490727093	3
1.182832111	1.302174631	4
-0.016832302	1.696313989	1
-1.203266166	-1.365588078	2
-1.254058982	-0.596668027	0
-0.093603556	-0.176829367	0
1.126247381	0.202406128	3
1.32706213	0.964821975	4
0.122656297	1.436511456	2
-1.101510184	-1.652552397	2
-1.335344522	-0.895101297	2
-0.232581104	-0.436968655	0
1.015888703	-0.079295174	2
1.395060338	0.660019204	4
0.347689197	1.154646587	2
-0.989873878	1.530678088	3
-1.399566629	-1.201145256	2
-0.37039459	-0.698031618	0
0.897409989	-0.355338973	2
1.443468248	0.348173419	3
0.484225055	0.892380924	3
-0.792693272	1.22752061	3
-1.44374417	-1.513895471	3
-0.506305831	-0.960624416	1
0.772599918	-0.626745159	2
1.469588645	0.031276292	3
0.618177266	0.628094724	3
-0.664107099	0.95921258	2
-1.465378673	1.63259011	3
-0.639406289	-1.225382074	1
0.642934859	-0.89439892	2
1.471859984	-0.287708723	3
0.748637292	0.361037502	3
-0.531631259	0.69396422	2
-1.449621259	1.257107041	3
-0.847148621	-1.520611351	2
0.424914719	-1.181921292	2
1.424900052	-0.659949312	4
0.874441075	0.090410666	3
-0.396202678	0.431025045	1
-1.40956052	0.943336935	3
-0.967813499	1.668998257	3
0.287612283	-1.443465335	1
1.367605529	-0.968850887	3
1.065148365	-0.217759667	3
-0.258701501	0.169731163	0
-1.348915772	0.635936331	2
-1.081039742	1.389586897	3
0.148918653	-1.703874029	1
1.292055119	-1.270286097	3
1.1066003	-0.46543898	3
-0.119383252	-0.090658287	0
-1.270327446	0.335790415	0
-1.18518063	1.103690576	3
0.009060961	1.499956308	2
1.201031214	-1.564254943	3
1.266303815	-0.793930138	4
0.107069234	-0.371262726	1
-1.113406321	0.006125421	0
-1.276999504	0.810885944	2
-0.130314071	1.240153776	2
1.098082779	1.613058255	2
1.346709211	-1.093046542	3
0.246046782	-0.631440502	2
-1.002792118	-0.275065936	0
-1.393320447	0.4603998	1
-0.354977878	0.958183069	2
0.985424371	1.332963761	3
1.40982404	-1.399812121	3
0.29803205	-0.870787506	2
-0.958983669	-0.520628496	0
-1.413308229	0.202454236	0
-0.406423703	0.718422336	2
0.865128585	1.058238122	3
1.452581995	-1.713168498	3
0.435192527	-1.132447008	2
-0.837836132	-0.794440083	0
-1.451722248	-0.111700734	0
-0.54162515	0.455348458	0
0.73895571	0.787928798	2
1.472541385	1.432864868	3
0.652843575	-1.420248406	2
-0.629582748	-1.089226766	0
-1.464583704	-0.487318506	0
-0.754421212	0.164035174	0
0.60826855	0.521121738	2
1.468452975	1.113947205	4
0.782139541	-1.688133086	2
-0.496255156	-1.358593172	0
-1.458564656	-0.74815055	1
-0.802005761	-0.078631283	0
0.474174381	0.257018349	1
1.440600682	0.797377213	4
0.829468565	1.532708246	3
-0.44546234	-1.593947211	0
-1.42656717	-1.063681409	2
-0.924885194	-0.351124711	0
0.337297821	-0.005083747	0
1.39068801	0.48608948	3
0.95155303	1.259368117	3
-0.308699348	1.608026157	1
-1.373048747	-1.373545144	2
-1.040979003	-0.628515534	0
0.199370768	-0.265819576	0
1.321412175	0.181883248	3
1.13391315	0.945444066	4
-0.083467706	1.326546152	1
-1.300848563	-1.676173433	3
